NumOpeningMoves,NumMovesRepeatedPieceMovement,EarlyQueenMovesPenalty,EarlyOverextendingPenalty,EarlyKnighBishopDevelopmentBonus,RepeatedPieceMovePenalty,KnightOnEdgePenalty,RepeatedPositionPenalty,AverageCentipawnLoss
81,41,1.1680227654519546,0.9972058838516222,0.07066032365289043,0.1455000340868442,0.27037528711603254,0.8764022825953255,155.9655172413793
80,19,1.6641430215134985,0.4139748601760944,0.23737516163151806,1.1255102799384737,1.1004277325568583,0.5492184741071053,159.11711711711712
96,30,1.347426457704028,1.6881386267501817,0.6919252019248825,0.20100641722570067,0.3139319844071222,1.9759652788713014,222.45238095238096
26,25,0.5426963447973332,1.615537235695997,1.7962054499222415,1.4914819169921196,1.1536554100513523,0.8858716469004033,184.5742574257426
79,92,0.9157136803227299,0.8648972651422202,1.519340081704889,0.01539086702962833,1.7892520709930329,0.7027032205676311,266.27848101265823
89,8,0.9694517160490539,1.402053449010181,1.705372534718839,0.6132149471426918,1.5736066447616794,0.7114039432324897,291.3125
66,92,0.9796034496957604,1.0016463413788355,0.5255774765608858,0.9398239705981319,1.7826857399392335,0.36805562784262125,210.3125
13,11,0.10384938887247874,1.775053674596961,1.7959335198783368,0.8955326111291473,1.2148679581184005,0.13319125971556622,177.5463917525773
48,74,0.047574075147869044,0.8607134289697258,1.3795731481983349,0.28965266524682476,1.847453087203901,1.4518725021143775,207
73,79,0.5502240916840471,1.4690331943177442,1.2696834934693277,1.2632543699005931,0.32426055855128855,1.89110286447082,258.12631578947367
57,96,0.06906938099505622,0.44006124836679406,0.3052274838741651,1.9753633467579783,1.9521702888582135,1.9198738972697575,220.46153846153845
78,55,0.7063855266586805,0.49114265097187215,0.8413355748822724,1.2805923711472238,0.9193786872771152,0.7924718499761632,228.06666666666666
58,90,1.0324912889470286,0.4735803576589761,0.2988422166718001,0.7492018416054993,0.6988611901768451,1.1075133913055528,218.57831325301206
53,24,0.9061898531531531,1.6906159973419668,0.8172619272995754,1.3143005187605405,1.1017942790648936,1.1469293685141704,225.0632911392405
6,73,0.5609869989893748,0.6914289694260625,0.032487343504331356,1.0488024512003535,1.4184936950237779,0.25957094720073637,188.36363636363637
16,22,0.0754818513796165,1.5613490226540296,1.814848385633835,1.3627049167417522,1.495531996043451,1.7768022485414234,177.3793103448276
20,48,1.8187453146274957,0.8650257826446177,1.506065862260743,0.33099504256004986,1.1735885588355752,0.9431870139199696,164.7941176470588
22,21,1.8368410154038406,0.6618809923268514,0.36848354343011014,0.5983952705648552,1.3749469374792884,1.2724878264219384,145.75886524822695
14,72,0.7727359354377785,0.22530146446895705,0.7382354713838593,0.4231351039849667,1.3810159601903658,1.9246502635077827,232.47826086956522
4,11,1.9783075367139804,0.8123657997014453,1.0331157391858152,0.6889195042074416,0.1083360759117169,0.7787001343627107,205.97619047619048
37,70,0.8743979057081457,0.19136654524793273,0.1244636739987588,1.2519399121450692,1.4214112382417259,0.9672679875477315,210.52173913043478
32,3,1.538549723092309,1.425534240306046,0.23479601112563753,1.386943930046099,1.2309714807087748,0.6638685426398505,296
48,1,1.3075493634973645,0.08511987638354612,1.34591750770877,1.051073017035582,1.248803328488558,0.09295755106888914,174.62
79,23,1.5565335095074815,0.01857912354863811,0.2907622673102941,1.543557852196298,0.2578926020574359,1.47439937195943,201.52380952380952
79,92,0.19853247951186237,0.5022761467996613,1.2181543862814896,0.3240107562624217,0.003075582874843885,0.3012471012972062,183.7471264367816
17,0,1.2026540757966921,1.0061185174892937,1.5730338454292399,1.5167235877749343,0.7163675967126177,1.0260208197934473,302.4736842105263
80,53,0.13104734134518314,1.0064328152165392,1.2919773391446507,0.9695114728987704,0.293333100754654,1.6829665337579311,252.72916666666666
33,21,1.4961138295770284,1.9703216807209198,0.09532246636827812,1.198430324857071,0.21356649388781834,0.4359974450072377,215.43801652892563
74,90,1.7203627323183348,0.6510411593877923,0.8822897855456484,1.7852438255298126,0.11370230410683524,1.72118725258272,295.0126582278481
14,10,1.2282454695189946,1.475588102736699,0.425827576974235,0.7139034491024181,1.686260060269816,1.252710181286197,179.2051282051282
98,76,0.5532378174355244,0.2174451326696134,1.9936866142858976,1.195455288314339,0.3763022845939952,1.397538855178428,260.7894736842105
20,82,0.2751589157490373,0.6046364701193683,1.0525014896749636,1.2381885284258207,0.21168918703477235,1.080648591734083,287.61038961038963
75,17,1.4102573609598594,0.26177646672799293,1.7434510752083137,1.1579164308458363,0.5878436258396176,0.9746497211769087,253.14893617021278
47,64,0.6281502647354467,1.6385268302144937,0.0016569310628560263,1.972729635326448,0.9196199184119818,0.7362163423621015,291.1566265060241
75,3,1.978746142231623,0.09067069960880669,0.010308173184596647,1.154252252101243,1.8257313593237237,1.6073474008696595,187.275
61,70,1.9761391493619143,1.2075478369048496,1.6783174687852058,1.1126866735607173,0.7763720112826211,0.41802144321754064,227.1
41,1,1.1535131637145315,0.315658133225591,0.8165145269544001,0.9602627780038917,0.29312565385966605,0.15799796357840368,271.67619047619047
59,97,1.307374601459363,0.1380886940383168,1.5196892395369745,0.42289977078631136,1.4249168983079261,1.698990700934506,224.609756097561
27,55,0.27406886900249505,0.8603579660772636,0.780589355143543,1.7841669342744735,0.6033679409864114,1.833409949265214,296.2020202020202
64,53,0.2797612027994474,0.38126340855910335,1.4428717287640291,0.7677250591322486,0.012169214091130698,1.099105114468679,221.56410256410257
70,35,0.4624574094106342,1.2420454923404713,1.4760995109192363,1.8164480772995741,0.8773961705098354,0.7480233788257147,229.48275862068965
68,89,1.1695569902273344,1.2097714899857661,1.8950953034270908,1.1833049318841784,0.6948599772147543,0.375819224342522,207.7
26,45,0.9942255617905242,0.3107070439430355,0.9552493792431742,0.5555485922794536,0.49436013985286054,0.2484002231414857,179.1496062992126
1,17,0.3584160587607992,0.8875612952957415,1.3706635456685998,1.1055457922622334,1.3456951680162155,0.5706910768878393,308.22727272727275
22,4,0.808914627315414,1.5575704072873913,1.944237605965749,1.033683173628063,0.7740197842851242,1.852937675898334,138.4375
3,3,1.2903764771620343,1.8599848716391743,0.5812378609070943,1.9660123542886447,1.8798018589305046,0.1554545549246391,218.83018867924528
80,92,0.5873340507350004,0.6357893225592541,0.2415396965454779,1.7342606369162197,1.7293854650170135,1.5482762801248406,234.7792207792208
87,3,1.4535103716581284,0.9694731373349075,0.5571346236359795,0.4230934498092982,0.7012013862835931,1.8638657468350168,188.36190476190475
57,42,1.5647593218301754,1.5510105518226938,0.8377537140981146,1.2925574032478988,0.4696350558062461,1.1586621245602007,251.35416666666666
99,99,0.009021098788164483,0.6050368797646686,0.7678592463044738,0.3616217364037393,1.5249812482984055,1.5908212409031297,176.725
70,47,0.6075047870219226,1.0532784909645219,0.4654412200320923,1.710721042667902,1.2587910803069255,0.5442102332229397,227.23595505617976
62,12,0.841379087595225,0.5897043371427044,1.9711964079605917,0.23634221640761632,1.8310863254125673,0.7749336874387944,229.18279569892474
8,88,1.1674262287474522,1.7939137609054066,1.084102696469909,0.728068480673475,0.3012620183933996,0.8674206973986527,239.46341463414635
16,1,0.10868623372986197,0.3493227314994065,0.14835230765244,1.8537701432251483,1.0669515515420434,0.31319690413360846,231.80555555555554
76,42,0.9602284678871189,1.8882440123702184,0.6842281690329672,1.4200151314574772,1.4284346691219136,0.09296872183419724,217.10679611650485
40,17,1.6613007038470058,1.862775979737985,1.543607313949655,0.4139919805274985,0.6678154677210713,1.7579351847809503,208.95744680851064
65,80,1.2647994606357862,0.593488185551003,1.9695081055729942,1.3353865558550988,1.023035228231141,0.312200505761685,186.2549019607843
21,58,1.4495936693480524,1.2786905884778552,1.2770312238963593,0.3404959597546482,1.8730624204651476,1.4794516223863163,224.63063063063063
23,74,1.611343256307777,1.3828250372012516,1.6607413574965888,1.7568344463703909,0.5914505241437693,1.58761560526905,206.40366972477065
85,5,0.0901963271846411,0.0950292319293582,1.5106190981102408,0.5527909556313257,1.767681423979807,1.0510155341495688,180.6727272727273
33,95,0.44736182989555573,0.8049757861318028,1.127378771153214,0.05883044390807424,1.828762273607649,1.3043420862013915,204.08
10,60,1.0287169137470247,1.3724409758921896,0.23976488278381392,1.2067686002961053,1.522959291807892,0.3375484667386841,91.91044776119404
87,14,1.5104936101313753,1.0778594596934494,1.694507952686838,0.24946210459065776,1.3908869457096922,1.3465314797749741,112.6140350877193
25,75,0.6704731106321702,0.4041083947140516,1.1057429570384916,1.5968744366858352,1.1228976747943604,1.6710481229940297,67.12307692307692
54,43,1.3117794141609123,0.06258383661991429,1.1289635144733208,0.7185930364516606,0.7655053487099157,0.7117258401690723,107.79069767441861
92,75,0.9665148483515207,0.14073325346626664,1.7632487963794778,0.5586278324546012,0.96516535615588,0.5779737309196196,0
69,30,0.17104407065848304,1.6688723738437041,1.737252860623622,0.5672099533507629,1.1077375155251372,1.6921860719463129,56.72222222222222
48,83,0.04812783506363383,0.11682161302513783,0.261248096142755,0.23512844627207885,0.22864543422271288,1.4261451798415667,0
70,54,1.9937838030103163,0.2316111354828736,0.26455243432921316,0.4714917644169636,1.6346259856107235,0.5697380166659747,0
80,36,1.0302590485837653,1.6868242134116112,1.4840662397593465,1.9794735215630903,1.5931188022543168,0.8136546629798003,0
28,37,0.7363564621760816,1.3376342063999442,0.0443389020704954,0.5788018266452253,1.5439106281377348,1.5103535431732757,0
